Ns_diag,cutoff,tail_probability,eta_s,eta_i,gamma,Fq_fock,Fq_coherent,advantage_ratio_fock,covariance_purity,epr_correlation_strength,ideal_idler_analytic_ratio
1.5,8,0.016796159999999994,0.52,0.9199999999999999,0.0,3.4214890245859326,3.12,1.0966310976236964,0.40822991508817785,3.788403357616504,1.0245901639344261
1.5,8,0.016796159999999994,0.6000000000000001,0.9199999999999999,0.0,4.133693180462131,3.6000000000000005,1.148248105683925,0.4448398576512458,4.069397989875161,1.1363636363636365
1.5,8,0.016796159999999994,0.6799999999999999,0.9199999999999999,0.0,4.917497636651196,4.08,1.2052690285909793,0.48866301798279893,4.332204981299938,1.2755102040816326
1.5,8,0.016796159999999994,0.76,0.9199999999999999,0.0,5.7840790233395145,4.5600000000000005,1.2684383823112968,0.5420641803989592,4.57995633166955,1.4534883720930232
1.5,8,0.016796159999999994,0.8400000000000001,0.9199999999999999,0.0,6.74663164046485,5.040000000000001,1.3386173889811208,0.6085686465433301,4.814976635457331,1.6891891891891895
1.5,8,0.016796159999999994,0.9199999999999999,0.9199999999999999,0.0,7.820472604939708,5.52,1.4167522835035704,0.6936736958934501,5.039047529047528,2.016129032258064
1.5,8,0.016796159999999994,1.0,0.9199999999999999,0.0,9.023412645219565,6.0,1.5039021075365941,0.8064516129032269,5.253570214625479,2.5
1.5,8,0.016796159999999994,0.2,1.0,0.0,1.1916562473050434,1.2000000000000002,0.9930468727542027,0.29411764705882354,2.4494897427831783,0.7352941176470588
1.5,8,0.016796159999999994,0.28,1.0,0.0,1.740870043121373,1.6800000000000002,1.0362321685246267,0.3164556962025316,2.898275349237888,0.7911392405063291
1.5,8,0.016796159999999994,0.36,1.0,0.0,2.342631272420005,2.16,1.0845515150092615,0.3424657534246575,3.286335345030997,0.8561643835616438
1.5,8,0.016796159999999994,0.44,1.0,0.0,3.0056655635440186,2.64,1.138509683160613,0.3731343283582087,3.63318042491699,0.9328358208955223
1.5,8,0.016796159999999994,0.52,1.0,0.0,3.74033445247026,3.12,1.1988251450225194,0.40983606557377095,3.9496835316263,1.0245901639344261
1.5,8,0.016796159999999994,0.6000000000000001,1.0,0.0,4.559085034884377,3.6000000000000005,1.2664125096901044,0.4545454545454551,4.242640687119286,1.1363636363636365
1.5,8,0.016796159999999994,0.6799999999999999,1.0,0.0,5.4769426587890955,4.08,1.3423879065659547,0.5102040816326527,4.516635916254486,1.2755102040816326
1.5,8,0.016796159999999994,0.76,1.0,0.0,6.512012885352792,4.5600000000000005,1.4280730011738578,0.58139534883721,4.77493455452533,1.4534883720930232
