Ns,a,eta_s,gamma_max,GQ
10.0,0.5,0.8914572864321608,3.325843154584329,5.274698795180723
10.0,0.5,0.8954773869346735,3.364773824160537,5.378378378378382
10.0,0.5,0.8994974874371859,3.404477361265999,5.486215538847118
10.0,0.5,0.9035175879396986,3.4449850750749955,5.598465473145783
10.0,0.5,0.907537688442211,3.486330216684434,5.715404699738904
10.0,0.5,0.9115577889447237,3.5285481431049055,5.837333333333337
10.0,0.5,0.9155778894472362,3.571676498936585,5.964577656675749
10.0,0.5,0.9195979899497488,3.615755418069169,6.097493036211702
10.0,0.5,0.9236180904522613,3.6608277481139937,6.236467236467235
10.0,0.5,0.927638190954774,3.706939300713847,6.381924198250732
10.0,0.5,0.9316582914572866,3.754139131395595,6.534328358208962
