eta,Gamma,G_eff,P_wrap
0.6128491620111731,0.8379888268156424,0.5003344266677238,2.033270663509456e-05
0.6430167597765363,0.8379888268156424,0.5221995944908074,8.227417778382404e-06
0.6731843575418994,0.8379888268156424,0.5460631584703591,3.0761423760486075e-06
0.7033519553072626,0.8379888268156424,0.5722122071467405,1.0505938683202318e-06
0.7335195530726256,0.8379888268156424,0.6009915854633414,3.232712850109356e-07
0.7636871508379888,0.8379888268156424,0.6328191882240676,8.81383499277758e-08
0.7938547486033519,0.8379888268156424,0.6682063848040811,2.0863213367650222e-08
0.8240223463687151,0.8379888268156424,0.7077857026608494,4.181030679649419e-09
0.8541899441340782,0.8379888268156424,0.7523489688213848,6.873792195507062e-10
0.8843575418994413,0.8379888268156424,0.8029008281947003,8.90803328470415e-11
0.9145251396648044,0.8379888268156424,0.8607353920753326,8.644079624537513e-12
0.9446927374301676,0.8379888268156424,0.9275485849436623,5.871800690311514e-13
0.9748603351955307,0.8379888268156424,1.0056072191051548,2.552001447138922e-14
0.1,1.005586592178771,0.24718241814058495,0.22633350813868736
0.13016759776536313,1.005586592178771,0.2533801509588445,0.1622522223086551
0.16033519553072625,1.005586592178771,0.2598966749238124,0.11621280908524675
0.19050279329608938,1.005586592178771,0.2667572356762415,0.08278695044045792
0.22067039106145253,1.005586592178771,0.27398981679415796,0.058465671286289315
0.2508379888268156,1.005586592178771,0.2816255213048502,0.04082476227443358
0.2810055865921788,1.005586592178771,0.28969901881880983,0.02811940378627194
0.31117318435754193,1.005586592178771,0.29824907184279364,0.019062019303861397
0.34134078212290503,1.005586592178771,0.30731915812748156,0.012688989784290618
0.3715083798882681,1.005586592178771,0.31695821013457776,0.008274720475923076
0.4016759776536313,1.005586592178771,0.32722149817011675,0.005272881650126418
0.43184357541899443,1.005586592178771,0.3381716908376563,0.003274240515596832
0.4620111731843576,1.005586592178771,0.349880135786513,0.0019751983141824076
0.4921787709497206,1.005586592178771,0.36242841606045917,0.0011536038593074097
0.5223463687150838,1.005586592178771,0.3759102538105841,0.0006497691708625584
0.5525139664804469,1.005586592178771,0.39043385531721775,0.00035138859865183227
0.5826815642458101,1.005586592178771,0.406124821469882,0.00018151779558510985
0.6128491620111731,1.005586592178771,0.4231297894404482,8.903757006495269e-05
0.6430167597765363,1.005586592178771,0.4416210292271633,4.118431262941383e-05
0.6731843575418994,1.005586592178771,0.4618023005204779,1.781710182483348e-05
0.7033519553072626,1.005586592178771,0.4839163923574029,7.139387858679857e-06
0.7335195530726256,1.005586592178771,0.5082549380146208,2.618999472119988e-06
0.7636871508379888,1.005586592178771,0.5351713485927081,8.672188524647622e-07
0.7938547486033519,1.005586592178771,0.5650980860701049,2.5476964909813416e-07
0.8240223463687151,1.005586592178771,0.5985700750804731,6.50030870851765e-08
0.8541899441340782,1.005586592178771,0.636256958937075,1.4025172932323461e-08
0.8843575418994413,1.005586592178771,0.679008359744958,2.473947530366746e-09
0.9145251396648044,1.005586592178771,0.7279186995754086,3.415735124267064e-10
0.9446927374301676,1.005586592178771,0.7844222114734519,3.486910123006796e-11
0.9748603351955307,1.005586592178771,0.8504359248545943,2.4389294115807298e-12
0.1,1.1731843575418994,0.2090406715320148,0.26587823702714297
0.13016759776536313,1.1731843575418994,0.21428205657894042,0.19872330415818718
0.16033519553072625,1.1731843575418994,0.21979304136474587,0.14857093699221327
0.19050279329608938,1.1731843575418994,0.22559497597466743,0.11064638197319933
0.22067039106145253,1.1731843575418994,0.23171152595088435,0.0818434707938862
0.2508379888268156,1.1731843575418994,0.23816899493489319,0.05998607805412953
0.2810055865921788,1.1731843575418994,0.24499670280596958,0.04347428283268922
0.31117318435754193,1.1731843575418994,0.25222743078093174,0.031093752115661167
0.34134078212290503,1.1731843575418994,0.25989794772977926,0.021903694425878254
0.3715083798882681,1.1731843575418994,0.26804963553853517,0.015166263511819366
0.4016759776536313,1.1731843575418994,0.276729235969725,0.01029940149475393
0.43184357541899443,1.1731843575418994,0.28598974748120926,0.006843679655495879
0.4620111731843576,1.1731843575418994,0.29589150834719685,0.0044378809758686515
0.4921787709497206,1.1731843575418994,0.3065035128528966,0.002800261334635772
0.5223463687150838,1.1731843575418994,0.31790502125293546,0.0017136441212130525
0.5525139664804469,1.1731843575418994,0.3301875429421736,0.0010132135889708725
0.5826815642458101,1.1731843575418994,0.34345729783094375,0.0005763037000971648
0.6128491620111731,1.1731843575418994,0.3578382960859483,0.0003137484506836418
0.6430167597765363,1.1731843575418994,0.3734762253996585,0.00016252909273176383
0.6731843575418994,1.1731843575418994,0.3905434041062155,7.955783911419195e-05
0.7033519553072626,1.1731843575418994,0.4092451574213816,3.649664240068275e-05
0.7335195530726256,1.1731843575418994,0.42982811783810426,1.5536227153887326e-05
0.7636871508379888,1.1731843575418994,0.4525911629802334,6.064086204053765e-06
0.7938547486033519,1.1731843575418994,0.47790002331948017,2.1387707704325647e-06
0.8240223463687151,1.1731843575418994,0.5062070813735042,6.694218576333043e-07
0.8541899441340782,1.1731843575418994,0.538078650430056,1.8178805137953457e-07
0.8843575418994413,1.1731843575418994,0.5742332507492881,4.162259064165915e-08
0.9145251396648044,1.1731843575418994,0.6155964284377652,7.74445163439971e-09
0.9446927374301676,1.1731843575418994,0.6633811056811376,1.1158259030229899e-09
0.9748603351955307,1.1731843575418994,0.7192085026267708,1.167233330873469e-10
0.1,1.3407821229050279,0.17678442780546982,0.3062278047253937
0.13016759776536313,1.3407821229050279,0.18121703534369704,0.23725000328852197
0.16033519553072625,1.3407821229050279,0.18587764174561466,0.1840211142449738
0.19050279329608938,1.3407821229050279,0.19078430264879037,0.14236008760083493
0.22067039106145253,1.3407821229050279,0.19595703185868227,0.10955120658955361
0.2508379888268156,1.3407821229050279,0.20141807420533747,0.08368347070795497
0.2810055865921788,1.3407821229050279,0.20719222533279538,0.06333682990852524
0.31117318435754193,1.3407821229050279,0.21330720811725756,0.04741506495722154
0.34134078212290503,1.3407821229050279,0.21979411776903074,0.035049040421985644
0.3715083798882681,1.3407821229050279,0.22668795069808842,0.02553697718495158
0.4016759776536313,1.3407821229050279,0.23402823612944765,0.018305590351404128
0.43184357541899443,1.3407821229050279,0.24185979453741516,0.012883621585375418
0.4620111731843576,1.3407821229050279,0.25023365363445754,0.008883031836349272
0.4921787709497206,1.3407821229050279,0.259208161469034,0.005985068679567544
0.5223463687150838,1.3407821229050279,0.26885034795766394,0.00392950025827231
0.5525139664804469,1.3407821229050279,0.2792376020404547,0.0025059367041535925
0.5826815642458101,1.3407821229050279,0.2904597532512098,0.0015465459506419307
0.6128491620111731,1.3407821229050279,0.3026216762356233,0.000919719882456179
0.6430167597765363,1.3407821229050279,0.31584657819142886,0.0005244151714845905
0.6731843575418994,1.3407821229050279,0.3302801876884702,0.00028501151037094814
0.7033519553072626,1.3407821229050279,0.3460961470161474,0.00014661466356088722
0.7335195530726256,1.3407821229050279,0.36350303177759286,7.079110390314064e-05
0.7636871508379888,1.3407821229050279,0.38275360096620675,3.175868397401583e-05
0.7938547486033519,1.3407821229050279,0.4041571506232746,1.3075229876642228e-05
0.8240223463687151,1.3407821229050279,0.42809625789968064,4.865131730639118e-06
0.8541899441340782,1.3407821229050279,0.4550498505074336,1.6050566485718857e-06
