pressure_mpa,wavelength_nm,Nret,eta_conditional_after_collection,gamma_refractive_proxy,optical_depth,multiple_scattering_screen,stress_mode_purity,instrument_screen,instrument_failed_terms,scope_note
30.0,532.0,13.145257035500306,0.04213029293258795,1.3948787948851482e-05,9.935900497445811e-05,pass_single_scattering_screen,0.6999304521516775,instrument_guarded,calibration_relative_uncertainty,"stress screens only; not full turbulence, multiple-scattering, or instrument validation"
30.0,1064.0,1.6431571294375382,0.06051546933595866,3.4871969872128704e-06,6.209937810903632e-06,pass_single_scattering_screen,0.6999956530570295,instrument_guarded,calibration_relative_uncertainty,"stress screens only; not full turbulence, multiple-scattering, or instrument validation"
30.0,1550.0,0.5315068730498778,0.06450410816245974,1.643222376872317e-06,1.3788815802744039e-06,pass_single_scattering_screen,0.6999990347835593,instrument_guarded,calibration_relative_uncertainty;background_to_signal_ratio,"stress screens only; not full turbulence, multiple-scattering, or instrument validation"
