pressure_mpa,wavelength_nm,Nret,zero_count_probability,photon_regime,eta_s_model,eta_i_nominal,eta_i_time_gate_efficiency,eta_i_effective,gamma,ns,sbr,max_detector_classical_fi,detector_phase_crlb,surrogate_gaussian_qfi_ratio_vs_coherent,diagnostic_gaussian_qzzb_squared_fidelity,qzzb_to_local_variance_ratio,pure_loss_ratio_equal_signal_no_diffusion,geff_heuristic_equal_signal,geff_status,hard_veto,heuristic_guard,classification_basis,max_supported_claim_level,instrument_validation_status,instrument_validation_reason,verdict,first_failed_layer,scatter_probability_single_pass,eta_total_source_to_detector_mode,eta_conditional_after_scattering,eta_conditional_after_collection,eta_common_window_train_detector,model_scope,claim_level_max,not_implemented,spatial_mode_overlap_computed,spatial_mode_overlap_used,temporal_mode_overlap,single_mode_overlap_total,mode_overlap_source
30.0,532,1.303881770727763,0.2714759377173735,low-return,0.004178915695742529,0.95,0.9999876239921284,0.9499882427925219,0.3,30,10431.054165822105,0.34933500752597096,2.8625817008209693,0.6970093729193755,0.522484619016171,0.1826236356143799,0.5102942392845836,0.37803527037093604,not_applicable_no_pure_loss_advantage,True,False,analytic pure-loss local benchmark has no TMSV advantage,conditional local-channel admissibility boundary under stated proxy assumptions,not_supported,"The package lacks calibrated hardware, turbulence-resolved propagation, multiple-scattering transport, and full uncertainty validation.",stop-extrapolation,pure-loss QFI boundary,9.935900497445811e-05,4.15212905401123e-14,4.178915695742529e-10,0.004178915695742529,0.049,auditable_single_mode_coupling_screen,conditional_local_boundary,CFD turbulence propagation; multiple-scattering radiative transfer; calibrated receiver validation,0.24821768073769385,0.24821768073769385,0.6871709826407446,0.1705679875813277,computed_gaussian_spatial_overlap
30.0,1064,0.16298522134097038,0.849603744325858,photon-starved,0.006002546553566749,0.95,0.9999876239921284,0.9499882427925219,0.3,30,1303.881770727763,0.04363308932982994,22.918386375093224,0.679936689195948,0.4767726708109606,0.23350523008000545,0.5112150084133276,0.3787173929185508,not_applicable_no_pure_loss_advantage,True,False,analytic pure-loss local benchmark has no TMSV advantage,conditional local-channel admissibility boundary under stated proxy assumptions,not_supported,"The package lacks calibrated hardware, turbulence-resolved propagation, multiple-scattering transport, and full uncertainty validation.",stop-extrapolation,pure-loss QFI boundary,6.209937810903632e-06,3.727544080470344e-15,6.002546553566749e-10,0.006002546553566749,0.049,auditable_single_mode_coupling_screen,conditional_local_boundary,CFD turbulence propagation; multiple-scattering radiative transfer; calibrated receiver validation,0.3565370283885655,0.3565370283885655,0.6871709826407446,0.2450019001455816,computed_gaussian_spatial_overlap
30.0,1550,0.05272031736729556,0.9486452949967202,extreme-photon-starved,0.006398180769150865,0.95,0.9999876239921284,0.9499882427925219,0.3,30,5.258884525416017,0.011611443856730436,86.12193387305248,0.6763424808958177,0.46844615129814504,0.24325629824353814,0.5114152068275825,0.3788657035515824,not_applicable_no_pure_loss_advantage,True,False,analytic pure-loss local benchmark has no TMSV advantage,conditional local-channel admissibility boundary under stated proxy assumptions,not_supported,"The package lacks calibrated hardware, turbulence-resolved propagation, multiple-scattering transport, and full uncertainty validation.",stop-extrapolation,pure-loss QFI boundary,1.3788815802744039e-06,8.822333609848045e-16,6.398180769150865e-10,0.006398180769150865,0.049,auditable_single_mode_coupling_screen,conditional_local_boundary,CFD turbulence propagation; multiple-scattering radiative transfer; calibrated receiver validation,0.3800367624255109,0.3800367624255109,0.6871709826407446,0.2611502354755455,computed_gaussian_spatial_overlap
30.0,532,1.303881770727763,0.2714759377173735,low-return,0.0005050706722409473,0.95,0.9999876239921284,0.9499882427925219,0.3,30,10431.054165822105,0.34933500752597096,2.8625817008209693,0.7341794474841581,0.7083474780560876,0.03151969250714921,0.508449314265859,0.3766685163012733,not_applicable_no_pure_loss_advantage,True,False,analytic pure-loss local benchmark has no TMSV advantage,conditional local-channel admissibility boundary under stated proxy assumptions,not_supported,"The package lacks calibrated hardware, turbulence-resolved propagation, multiple-scattering transport, and full uncertainty validation.",stop-extrapolation,pure-loss QFI boundary,9.935900497445811e-05,5.018331943564118e-15,5.050706722409473e-11,0.0005050706722409473,0.049,auditable_single_mode_coupling_screen,conditional_local_boundary,CFD turbulence propagation; multiple-scattering radiative transfer; calibrated receiver validation,0.24821768073769385,0.03,0.6871709826407446,0.02061512947922234,explicit_spatial_overlap_override
30.0,532,1.303881770727763,0.2714759377173735,low-return,0.004178915695742529,0.4,0.9999876239921284,0.3999950495968514,0.3,30,10431.054165822105,0.34933500752597096,2.8625817008209693,0.6641752099013116,0.5289280575859052,0.17616682323291719,0.5102942392845836,0.37803527037093604,not_applicable_no_pure_loss_advantage,True,False,hard idler preservation and timing screen,conditional local-channel admissibility boundary under stated proxy assumptions,not_supported,"The package lacks calibrated hardware, turbulence-resolved propagation, multiple-scattering transport, and full uncertainty validation.",idler-limited,idler preservation/time registration,9.935900497445811e-05,4.15212905401123e-14,4.178915695742529e-10,0.004178915695742529,0.049,auditable_single_mode_coupling_screen,conditional_local_boundary,CFD turbulence propagation; multiple-scattering radiative transfer; calibrated receiver validation,0.24821768073769385,0.24821768073769385,0.6871709826407446,0.1705679875813277,computed_gaussian_spatial_overlap
30.0,532,1.303881770727763,0.2714759377173735,low-return,0.004178915695742529,0.95,0.9999876239921284,0.9499882427925219,2.0,30,10431.054165822105,0.34933500752597096,2.8625817008209693,0.11141756802557858,0.6949107529754077,0.03882643916593887,0.5102942392845836,0.06906081540759094,not_applicable_no_pure_loss_advantage,True,False,analytic pure-loss local benchmark has no TMSV advantage,conditional local-channel admissibility boundary under stated proxy assumptions,not_supported,"The package lacks calibrated hardware, turbulence-resolved propagation, multiple-scattering transport, and full uncertainty validation.",stop-extrapolation,pure-loss QFI boundary,9.935900497445811e-05,4.15212905401123e-14,4.178915695742529e-10,0.004178915695742529,0.049,auditable_single_mode_coupling_screen,conditional_local_boundary,CFD turbulence propagation; multiple-scattering radiative transfer; calibrated receiver validation,0.24821768073769385,0.24821768073769385,0.6871709826407446,0.1705679875813277,computed_gaussian_spatial_overlap
