ns,eta_s,eta_i,gamma,prior_width,physical,physical_min_eig,diffusion_model,diffusion_model_scope,surrogate_gaussian_local_bures_qfi_fd,coherent_sql_qfi_equal_signal,surrogate_gaussian_qfi_ratio_vs_coherent,diagnostic_gaussian_qzzb_squared_fidelity,pure_loss_ratio_equal_signal_no_diffusion,qzzb_fidelity_convention
30.0,0.9,0.95,0.3,3.141592653589793,True,7.894481458374786,cross_covariance_surrogate,cross-covariance damping surrogate; not an exact non-Gaussian number-dephasing solution,5.6453676841861204,108.0,0.052271923001723335,0.13105778593466097,4.42857142857143,squared_Uhlmann_fidelity_only
